"filename", "language", "Rust", "PowerShell", "Infrastructure-As-Code", "Skill", "Python", "JavaScript", "PHP", "Ignore", "MS SQL", "TypeScript", "PostCSS", "XML", "JSON Lines", "JSON with Comments", "Log", "comment", "blank", "total"
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.agents\skills\px-test-verify\SKILL.md", "Skill", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.agents\skills\px-test-verify\agents\openai.yaml", "Infrastructure-As-Code", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.ai\assistant.toml", "Rust", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.codex\config.toml", "Rust", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\.ledger-authority\commissioning-events\anchors\00000001-f59c855db407e23ddd7823b696828832d35ed011499e128553eecc7f909b0d31.json", "Rust", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\.ledger-authority\commissioning-events\head.json", "Rust", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\AGENTS.md", "Infrastructure-As-Code", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\AI_ASSISTANT.md", "Infrastructure-As-Code", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\DEPLOYMENT_GUARDRAILS.md", "Infrastructure-As-Code", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\EVIDENCE_BASELINE.md", "Infrastructure-As-Code", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\SECURITY_BASELINE.md", "Infrastructure-As-Code", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\TEST_BASELINE.md", "Infrastructure-As-Code", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\adoption-plan.json", "Rust", 427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 428
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\audit-replays\cleanup-receipts\cleanup-085b95a9f23149f3a83c420c62647427.json", "Rust", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\audit-replays\cleanup-receipts\cleanup-cd3ca41f5eb4420f993bf232807a16b1.json", "Rust", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\audit-replays\resources.json", "Rust", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 39
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\bootstrap-manifest.json", "Rust", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-01d4dc3b9019498e8e9353c7017dfb99.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-07a56000e1f24d27830e655bf0cd2bae.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-07ce4f1cf92a4ee3ace02a73635be011.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-0deacbc7022d4b0ab64b523d34a64353.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-0dfe73fc18eb4d25af1c3a7451986b4f.json", "Rust", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-0f5776c4adfa40778731b253316971f9.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-17205c0d2574455ca6f899ac20b48cff.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-1ae243eb15c34bcd82abbac81db3f4ba.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-1f25863e112a4035982b3cdcd5874a1f.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-20fff5ae8b0f4b81990135016f5e3829.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-2255a0031e664493a0c29a038e82d9ee.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-27b58ba271e44d1d86a6ece38bc13dee.json", "Rust", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-3164547c03d34f3dba0c5fb6487cb6a1.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-3806004e416a4c469d8ed99ed505dddf.json", "Rust", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-404aef598480481789a1dc2ec6a08991.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-45ca4da1613748f89357fd30d7885dd6.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-487ee30e7ef5470a846799fc96727fc7.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-4b1132a241fd475aae4e11812358fbec.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-5498c6a85f6845d286a1e1f12ba163c9.json", "Rust", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-5cf63341c98c4009b2aef5093212ad67.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-6ad7ce3b3fbe40ef87b86dc39fa78a70.json", "Rust", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-6bcfbc71ba654ea1acf74dd51078aadc.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-7202fd22a41748298e0c85fea5ee6933.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-76af1cf36d92480285ff8509a2dc626c.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-77c84c6405ec4d77a07894e7aaa50979.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-77dced570af34e72ae73a87a0445174f.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-7cc9baef942a485d92b4a5451e85baed.json", "Rust", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-8173bc98f2f94641a59adfc5bb992a5b.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-8abff95fbacb40ae856d032a5ce88e9c.json", "Rust", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-8e32a43afe12473d90da88b19139e839.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-8e5fe96778c443fa979f0734ad811671.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-8f5e335d59e54d33b15e3066196db395.json", "Rust", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-91d2301ef7a24b1b8bdf41cfa7f689ab.json", "Rust", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-9759a9072f4b4ca3963aaeab2c4f5c79.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-97d5391ce4fb42b580e44251c02d3a22.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-9de62955f6cf426cbb78893e953a7f1a.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-ad4effdf60ba462ba64a4ab04688de9b.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-b7ccb29a7b254a689cdae46869211b6b.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-ba10de92867541f4afa8c98bd68937e0.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-bc52ff95f64d4de3b876d1920dd7e3b8.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-cab2378f99d54827ab165aa1126b1329.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-d7026d56c6b84cbcaec2847fba98cff3.json", "Rust", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-da2e518ca0b94e378410822c5513a0f4.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-dc0c52235fdf433488c6f4be394efc13.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-e65ae21c2a19434989281404e38cc1bd.json", "Rust", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\cleanup-eef55443364448a3b6b6485c05d1e3e2.json", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\committed-wal-2232e84ef0a11a10.json", "Rust", 1242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1243
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\project-map-history-3b50fa51390f6b53.json", "Rust", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\cleanup-receipts\project-map-history-f33cd315920737fa.json", "Rust", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\commissioning-events\00000001-project-recommissioned-f59c855db407.json", "Rust", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\commissioning-history\2bf37470f960b3c6e3c855d3e95008c9a16ec0a34e56431e63b02ce179b1c3ee.json", "Rust", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\commissioning-receipt.json", "Rust", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 94
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\coordination\HANDOFF.md", "Infrastructure-As-Code", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 29
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\coordination\events.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 26
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\coordination\handoff.json", "Rust", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 57
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\coordination\receipts\pxe-203a0356-6c27-4cd1-adf6-d08d98c60609.json", "Rust", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\coordination\receipts\pxe-27fa146a-6fcd-4ef0-9e06-28a7bd371510.json", "Rust", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\coordination\receipts\pxe-32232c1c-763f-4c34-9d4e-5d8fbc65a819.json", "Rust", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.engineering-bootstrap\coordination\receipts\pxe-32f91d39-2797-41a3-84a4-90ddbf561d73.json", "Rust", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
